"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"1";"2023-03-15 08:40:05";"Entraînement du matin";"3863";"Pull Up";"1";"0.0";"6";"";"";"";"";""
"1";"2023-03-15 08:40:05";"Entraînement du matin";"3863";"Pull Up";"2";"0.0";"6";"";"";"";"";""
"1";"2023-03-15 08:40:05";"Entraînement du matin";"3863";"Pull Up";"3";"0.0";"6";"";"";"";"";""
"1";"2023-03-15 08:40:05";"Entraînement du matin";"3863";"Pull Up";"1";"12.0";"8";"";"";"";"";""
"1";"2023-03-15 08:40:05";"Entraînement du matin";"3863";"Pull Up";"2";"12.0";"6";"";"";"";"";""
"1";"2023-03-15 08:40:05";"Entraînement du matin";"3863";"Bent Over Row (Barbell)";"1";"20.0";"12";"";"";"";"";""
"1";"2023-03-15 08:40:05";"Entraînement du matin";"3863";"Bent Over Row (Barbell)";"2";"60.0";"12";"";"";"";"";""
"1";"2023-03-15 08:40:05";"Entraînement du matin";"3863";"Bent Over Row (Barbell)";"3";"60.0";"12";"";"";"";"";""
"1";"2023-03-15 08:40:05";"Entraînement du matin";"3863";"Bent Over Row (Barbell)";"4";"60.0";"12";"";"";"";"";""
"1";"2023-03-15 08:40:05";"Entraînement du matin";"3863";"Bent Over Row (Barbell)";"5";"60.0";"0";"";"";"";"";""
"1";"2023-03-15 08:40:05";"Entraînement du matin";"3863";"Seated Row (Machine)";"1";"45.0";"12";"";"";"";"";""
"1";"2023-03-15 08:40:05";"Entraînement du matin";"3863";"Bench Press (Barbell)";"1";"40.0";"12";"";"";"";"";""
"1";"2023-03-15 08:40:05";"Entraînement du matin";"3863";"Bench Press (Barbell)";"2";"80.0";"6";"";"";"";"";""
"1";"2023-03-15 08:40:05";"Entraînement du matin";"3863";"Bench Press (Barbell)";"3";"90.0";"2";"";"";"";"";""
"1";"2023-03-15 08:40:05";"Entraînement du matin";"3863";"Bench Press (Barbell)";"4";"70.0";"8";"";"";"";"";""
"1";"2023-03-15 08:40:05";"Entraînement du matin";"3863";"Bench Press (Barbell)";"5";"60.0";"12";"";"";"";"";""
"2";"2023-03-15 10:23:02";"Leg";"6486";"Squat (Barbell)";"1";"20.0";"12";"6.5";"";"";"";""
"2";"2023-03-15 10:23:02";"Leg";"6486";"Squat (Barbell)";"2";"40.0";"12";"7.0";"";"";"";""
"2";"2023-03-15 10:23:02";"Leg";"6486";"Squat (Barbell)";"3";"50.0";"12";"8.5";"";"";"";""
"2";"2023-03-15 10:23:02";"Leg";"6486";"Squat (Barbell)";"4";"60.0";"10";"9.5";"";"";"";""
"2";"2023-03-15 10:23:02";"Leg";"6486";"Squat (Barbell)";"5";"60.0";"12";"";"";"";"";""
"2";"2023-03-15 10:23:02";"Leg";"6486";"Squat (Barbell)";"6";"60.0";"12";"";"";"";"";""
"2";"2023-03-15 10:23:02";"Leg";"6486";"Squat (Barbell)";"7";"80.0";"6";"";"";"";"";""
"2";"2023-03-15 10:23:02";"Leg";"6486";"Squat (Barbell)";"8";"60.0";"12";"";"";"";"";""
"2";"2023-03-15 10:23:02";"Leg";"6486";"Seated Leg Curl (Machine)";"1";"59.0";"12";"6.5";"";"";"";""
"2";"2023-03-15 10:23:02";"Leg";"6486";"Seated Leg Curl (Machine)";"2";"66.0";"12";"7.0";"";"";"";""
"2";"2023-03-15 10:23:02";"Leg";"6486";"Seated Leg Curl (Machine)";"3";"66.0";"10";"9.5";"";"";"";""
"2";"2023-03-15 10:23:02";"Leg";"6486";"Seated Leg Curl (Machine)";"D";"66.0";"14";"10.0";"";"";"";""
"2";"2023-03-15 10:23:02";"Leg";"6486";"Seated Leg Curl (Machine)";"D";"45.0";"15";"10.0";"";"";"";""
"2";"2023-03-15 10:23:02";"Leg";"6486";"Leg Extension (Machine)";"1";"66.0";"12";"7.5";"";"";"";""
"2";"2023-03-15 10:23:02";"Leg";"6486";"Leg Extension (Machine)";"2";"66.0";"12";"8.0";"";"";"";""
"2";"2023-03-15 10:23:02";"Leg";"6486";"Leg Extension (Machine)";"3";"59.0";"12";"9.5";"";"";"";""
"2";"2023-03-15 10:23:02";"Leg";"6486";"Leg Extension (Machine)";"D";"73.0";"12";"9.5";"";"";"";""
"2";"2023-03-15 10:23:02";"Leg";"6486";"Leg Extension (Machine)";"D";"52.0";"5";"";"";"";"";""
"2";"2023-03-15 10:23:02";"Leg";"6486";"Leg Extension (Machine)";"D";"25.0";"12";"";"";"";"";""
"2";"2023-03-15 10:23:02";"Leg";"6486";"Leg Extension (Machine)";"D";"45.0";"1";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Bench Press (Barbell)";"1";"20.0";"20";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Bench Press (Barbell)";"2";"60.0";"6";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Bench Press (Barbell)";"3";"80.0";"3";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Bench Press (Barbell)";"4";"95.0";"1";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Bench Press (Barbell)";"F";"105.0";"1";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Bench Press (Barbell)";"D";"100.0";"1";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Bench Press (Barbell)";"D";"80.0";"6";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Bench Press (Barbell)";"D";"60.0";"8";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Seated Overhead Press (Dumbbell)";"1";"20.0";"12";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Seated Overhead Press (Dumbbell)";"2";"24.0";"12";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Seated Overhead Press (Dumbbell)";"3";"26.0";"12";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Seated Overhead Press (Dumbbell)";"4";"26.0";"9";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Chest Dip";"1";"0.0";"12";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Chest Dip";"2";"8.0";"12";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Chest Dip";"3";"12.0";"12";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Chest Dip";"4";"12.0";"12";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Skullcrusher (Dumbbell)";"1";"5.0";"12";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Skullcrusher (Dumbbell)";"2";"10.0";"12";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Skullcrusher (Dumbbell)";"D";"10.0";"12";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Skullcrusher (Dumbbell)";"D";"5.0";"12";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Skullcrusher (Dumbbell)";"D";"10.0";"12";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Skullcrusher (Dumbbell)";"D";"5.0";"12";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Triceps Extension";"1";"14.0";"12";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Triceps Extension";"2";"14.0";"12";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Triceps Extension";"3";"14.0";"12";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Triceps Extension";"4";"14.0";"12";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Lateral Raise (Dumbbell)";"1";"8.0";"12";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Lateral Raise (Dumbbell)";"2";"8.0";"12";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Lateral Raise (Dumbbell)";"3";"8.0";"12";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Lateral Raise (Dumbbell)";"4";"8.0";"15";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Chest Fly";"1";"80.0";"12";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Chest Fly";"2";"72.0";"12";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Chest Fly";"D";"70.0";"10";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Chest Fly";"D";"48.0";"8";"";"";"";"";""
"3";"2023-03-17 13:02:22";"Chest and Triceps";"8166";"Chest Fly";"D";"35.0";"8";"";"";"";"";""
"4";"2023-03-19 17:52:54";"Leg";"3561";"Squat (Barbell)";"1";"20.0";"12";"6.5";"";"";"";""
"4";"2023-03-19 17:52:54";"Leg";"3561";"Squat (Barbell)";"2";"60.0";"10";"7.0";"";"";"";""
"4";"2023-03-19 17:52:54";"Leg";"3561";"Squat (Barbell)";"3";"60.0";"10";"8.5";"";"";"";""
"4";"2023-03-19 17:52:54";"Leg";"3561";"Squat (Barbell)";"4";"60.0";"12";"9.5";"";"";"";""
"4";"2023-03-19 17:52:54";"Leg";"3561";"Squat (Barbell)";"5";"70.0";"7";"";"";"";"";""
"4";"2023-03-19 17:52:54";"Leg";"3561";"Squat (Barbell)";"D";"80.0";"6";"";"";"";"";""
"4";"2023-03-19 17:52:54";"Leg";"3561";"Squat (Barbell)";"D";"60.0";"8";"";"";"";"";""
"4";"2023-03-19 17:52:54";"Leg";"3561";"Squat (Barbell)";"D";"40.0";"12";"";"";"";"";""
"4";"2023-03-19 17:52:54";"Leg";"3561";"Seated Leg Curl (Machine)";"1";"52.0";"12";"6.5";"";"";"";""
"4";"2023-03-19 17:52:54";"Leg";"3561";"Seated Leg Curl (Machine)";"2";"59.0";"12";"7.0";"";"";"";""
"4";"2023-03-19 17:52:54";"Leg";"3561";"Seated Leg Curl (Machine)";"3";"66.0";"12";"9.5";"";"";"";""
"4";"2023-03-19 17:52:54";"Leg";"3561";"Standing Calf Raise (Dumbbell)";"1";"22.0";"25";"";"";"";"";""
"4";"2023-03-19 17:52:54";"Leg";"3561";"Standing Calf Raise (Dumbbell)";"2";"22.0";"25";"";"";"";"";""
"4";"2023-03-19 17:52:54";"Leg";"3561";"Standing Calf Raise (Dumbbell)";"3";"22.0";"25";"";"";"";"";""
"5";"2023-03-20 13:45:14";"Chest and Triceps";"5488";"Bench Press (Barbell)";"1";"20.0";"20";"";"";"";"";""
"5";"2023-03-20 13:45:14";"Chest and Triceps";"5488";"Bench Press (Barbell)";"2";"60.0";"12";"";"";"";"";""
"5";"2023-03-20 13:45:14";"Chest and Triceps";"5488";"Bench Press (Barbell)";"3";"80.0";"8";"";"";"";"";""
"5";"2023-03-20 13:45:14";"Chest and Triceps";"5488";"Bench Press (Barbell)";"4";"90.0";"5";"";"";"";"";""
"5";"2023-03-20 13:45:14";"Chest and Triceps";"5488";"Bench Press (Barbell)";"5";"100.0";"1";"";"";"";"";""
"5";"2023-03-20 13:45:14";"Chest and Triceps";"5488";"Bench Press (Barbell)";"D";"80.0";"9";"";"";"";"";""
"5";"2023-03-20 13:45:14";"Chest and Triceps";"5488";"Bench Press (Barbell)";"D";"60.0";"8";"";"";"";"";""
"5";"2023-03-20 13:45:14";"Chest and Triceps";"5488";"Bench Press (Barbell)";"D";"40.0";"12";"";"";"";"";""
"5";"2023-03-20 13:45:14";"Chest and Triceps";"5488";"Seated Row (Machine)";"1";"20.0";"12";"";"";"";"";""
"5";"2023-03-20 13:45:14";"Chest and Triceps";"5488";"Seated Row (Machine)";"2";"30.0";"10";"";"";"";"";""
"5";"2023-03-20 13:45:14";"Chest and Triceps";"5488";"Seated Row (Machine)";"3";"30.0";"12";"";"";"";"";""
"5";"2023-03-20 13:45:14";"Chest and Triceps";"5488";"Seated Row (Machine)";"4";"40.0";"5";"";"";"";"";""
"5";"2023-03-20 13:45:14";"Chest and Triceps";"5488";"Chest Dip";"1";"10.0";"10";"";"";"";"";""
"5";"2023-03-20 13:45:14";"Chest and Triceps";"5488";"Chest Dip";"2";"0.0";"12";"";"";"";"";""
"5";"2023-03-20 13:45:14";"Chest and Triceps";"5488";"Chest Dip";"3";"8.0";"10";"";"";"";"";""
"5";"2023-03-20 13:45:14";"Chest and Triceps";"5488";"Chest Dip";"4";"8.0";"12";"";"";"";"";""
"5";"2023-03-20 13:45:14";"Chest and Triceps";"5488";"Skullcrusher (Dumbbell)";"1";"10.0";"8";"";"";"";"";""
"5";"2023-03-20 13:45:14";"Chest and Triceps";"5488";"Skullcrusher (Dumbbell)";"2";"10.0";"8";"";"";"";"";""
"5";"2023-03-20 13:45:14";"Chest and Triceps";"5488";"Skullcrusher (Dumbbell)";"3";"10.0";"10";"";"";"";"";""
"5";"2023-03-20 13:45:14";"Chest and Triceps";"5488";"Skullcrusher (Dumbbell)";"D";"10.0";"10";"";"";"";"";""
"5";"2023-03-20 13:45:14";"Chest and Triceps";"5488";"Skullcrusher (Dumbbell)";"D";"5.0";"14";"";"";"";"";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Bent Over Row (Barbell)";"1";"20.0";"12";"";"";"";"";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Bent Over Row (Barbell)";"2";"60.0";"12";"";"";"";"";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Bent Over Row (Barbell)";"3";"60.0";"12";"";"";"";"";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Bent Over Row (Barbell)";"4";"60.0";"12";"";"";"";"";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Bent Over Row (Barbell)";"5";"60.0";"12";"";"";"";"";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Bent Over Row (Barbell)";"D";"80.0";"8";"";"";"";"";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Bent Over Row (Barbell)";"D";"60.0";"12";"";"";"";"";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Bent Over Row (Barbell)";"D";"40.0";"12";"";"";"";"";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Pull Up";"Note";"";"";"";"";"";"Pronation body - militaire ";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Pull Up";"1";"0.0";"10";"";"";"";"";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Pull Up";"2";"0.0";"8";"";"";"";"";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Pull Up";"3";"0.0";"7";"";"";"";"";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Seated Row (Cable)";"1";"39.0";"12";"";"";"";"";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Seated Row (Cable)";"2";"45.0";"12";"";"";"";"";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Seated Row (Cable)";"3";"45.0";"13";"";"";"";"";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Seated Row (Cable)";"4";"45.0";"12";"";"";"";"";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Pull Up";"1";"0.0";"10";"";"";"";"";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Pull Up";"2";"0.0";"10";"";"";"";"";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Pull Up";"3";"8.0";"6";"";"";"";"";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Hammer Curl (Cable)";"Note";"";"";"";"";"";"36 un peu trop lourd ";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Hammer Curl (Cable)";"1";"27.0";"12";"";"";"";"";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Hammer Curl (Cable)";"2";"32.0";"12";"";"";"";"";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Hammer Curl (Cable)";"3";"36.0";"12";"";"";"";"";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Bicep Curl (Barbell)";"Note";"";"";"";"";"";"Plus dégressive a l'échec
";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Bicep Curl (Barbell)";"1";"20.0";"12";"";"";"";"";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Bicep Curl (Barbell)";"2";"20.0";"12";"";"";"";"";""
"6";"2023-03-21 10:36:02";"Entraînement du matin";"4884";"Bicep Curl (Barbell)";"3";"25.0";"8";"";"";"";"";""
"7";"2023-03-22 10:14:51";"Leg";"6647";"Squat (Barbell)";"1";"20.0";"12";"6.5";"";"";"";""
"7";"2023-03-22 10:14:51";"Leg";"6647";"Squat (Barbell)";"2";"60.0";"8";"7.0";"";"";"";""
"7";"2023-03-22 10:14:51";"Leg";"6647";"Squat (Barbell)";"3";"60.0";"10";"8.5";"";"";"";""
"7";"2023-03-22 10:14:51";"Leg";"6647";"Squat (Barbell)";"4";"70.0";"6";"9.5";"";"";"";""
"7";"2023-03-22 10:14:51";"Leg";"6647";"Squat (Barbell)";"D";"70.0";"8";"";"";"";"";""
"7";"2023-03-22 10:14:51";"Leg";"6647";"Squat (Barbell)";"D";"60.0";"10";"";"";"";"";""
"7";"2023-03-22 10:14:51";"Leg";"6647";"Squat (Barbell)";"D";"50.0";"10";"";"";"";"";""
"7";"2023-03-22 10:14:51";"Leg";"6647";"Squat (Barbell)";"D";"40.0";"12";"";"";"";"";""
"8";"2023-03-23 10:28:44";"Chest and Triceps";"6641";"Bench Press (Barbell)";"W";"20.0";"12";"";"";"";"";""
"8";"2023-03-23 10:28:44";"Chest and Triceps";"6641";"Bench Press (Barbell)";"1";"60.0";"12";"";"";"";"";""
"8";"2023-03-23 10:28:44";"Chest and Triceps";"6641";"Bench Press (Barbell)";"2";"80.0";"8";"";"";"";"";""
"8";"2023-03-23 10:28:44";"Chest and Triceps";"6641";"Bench Press (Barbell)";"3";"90.0";"4";"";"";"";"";""
"8";"2023-03-23 10:28:44";"Chest and Triceps";"6641";"Bench Press (Barbell)";"4";"95.0";"3";"";"";"";"";""
"8";"2023-03-23 10:28:44";"Chest and Triceps";"6641";"Bench Press (Barbell)";"5";"100.0";"3";"";"";"";"";""
"8";"2023-03-23 10:28:44";"Chest and Triceps";"6641";"Overhead Press (Barbell)";"1";"30.0";"8";"";"";"";"";""
"8";"2023-03-23 10:28:44";"Chest and Triceps";"6641";"Overhead Press (Barbell)";"2";"30.0";"12";"";"";"";"";""
"8";"2023-03-23 10:28:44";"Chest and Triceps";"6641";"Overhead Press (Barbell)";"3";"30.0";"10";"";"";"";"";""
"8";"2023-03-23 10:28:44";"Chest and Triceps";"6641";"Overhead Press (Barbell)";"4";"40.0";"6";"";"";"";"";""
"8";"2023-03-23 10:28:44";"Chest and Triceps";"6641";"Chest Dip";"1";"0.0";"12";"";"";"";"";""
"8";"2023-03-23 10:28:44";"Chest and Triceps";"6641";"Chest Dip";"2";"20.0";"8";"";"";"";"";""
"8";"2023-03-23 10:28:44";"Chest and Triceps";"6641";"Chest Dip";"3";"10.0";"12";"";"";"";"";""
"8";"2023-03-23 10:28:44";"Chest and Triceps";"6641";"Chest Dip";"4";"20.0";"8";"";"";"";"";""
"8";"2023-03-23 10:28:44";"Chest and Triceps";"6641";"Skullcrusher (Dumbbell)";"1";"8.0";"12";"";"";"";"";""
"8";"2023-03-23 10:28:44";"Chest and Triceps";"6641";"Skullcrusher (Dumbbell)";"2";"8.0";"10";"";"";"";"";""
"8";"2023-03-23 10:28:44";"Chest and Triceps";"6641";"Skullcrusher (Dumbbell)";"3";"8.0";"11";"";"";"";"";""
"8";"2023-03-23 10:28:44";"Chest and Triceps";"6641";"Skullcrusher (Dumbbell)";"4";"8.0";"10";"";"";"";"";""
"8";"2023-03-23 10:28:44";"Chest and Triceps";"6641";"Lateral Raise (Dumbbell)";"1";"8.0";"12";"";"";"";"";""
"8";"2023-03-23 10:28:44";"Chest and Triceps";"6641";"Lateral Raise (Dumbbell)";"2";"8.0";"12";"";"";"";"";""
"8";"2023-03-23 10:28:44";"Chest and Triceps";"6641";"Lateral Raise (Dumbbell)";"3";"8.0";"12";"";"";"";"";""
"8";"2023-03-23 10:28:44";"Chest and Triceps";"6641";"Lateral Raise (Dumbbell)";"4";"8.0";"12";"";"";"";"";""
"8";"2023-03-23 10:28:44";"Chest and Triceps";"6641";"Chest Fly";"1";"60.0";"12";"";"";"";"";""
"8";"2023-03-23 10:28:44";"Chest and Triceps";"6641";"Chest Fly";"2";"55.0";"12";"";"";"";"";""
"8";"2023-03-23 10:28:44";"Chest and Triceps";"6641";"Chest Fly";"D";"60.0";"9";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Bench Press (Barbell)";"W";"20.0";"12";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Bench Press (Barbell)";"1";"60.0";"12";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Bench Press (Barbell)";"2";"80.0";"8";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Bench Press (Barbell)";"3";"90.0";"4";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Bench Press (Barbell)";"D";"105.0";"1";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Bench Press (Barbell)";"D";"80.0";"6";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Bench Press (Barbell)";"D";"60.0";"8";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Seated Overhead Press (Dumbbell)";"1";"20.0";"12";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Seated Overhead Press (Dumbbell)";"2";"24.0";"12";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Seated Overhead Press (Dumbbell)";"3";"24.0";"12";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Seated Overhead Press (Dumbbell)";"4";"26.0";"12";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Seated Overhead Press (Dumbbell)";"5";"26.0";"10";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Chest Dip";"1";"0.0";"12";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Chest Dip";"2";"10.0";"12";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Chest Dip";"3";"0.0";"12";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Chest Dip";"4";"20.0";"8";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Skullcrusher (Dumbbell)";"1";"10.0";"10";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Skullcrusher (Dumbbell)";"2";"10.0";"10";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Skullcrusher (Dumbbell)";"3";"8.0";"12";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Skullcrusher (Dumbbell)";"4";"8.0";"12";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Lateral Raise (Dumbbell)";"1";"10.0";"12";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Lateral Raise (Dumbbell)";"2";"10.0";"10";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Lateral Raise (Dumbbell)";"3";"8.0";"12";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Lateral Raise (Dumbbell)";"4";"8.0";"12";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Chest Fly";"1";"56.0";"12";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Chest Fly";"2";"55.0";"12";"";"";"";"";""
"9";"2023-03-27 13:20:57";"Chest and Triceps";"7086";"Chest Fly";"D";"60.0";"12";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Bent Over Row (Barbell)";"Note";"";"";"";"";"";"Une série en supi + propre les 80";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Bent Over Row (Barbell)";"1";"20.0";"12";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Bent Over Row (Barbell)";"2";"60.0";"12";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Bent Over Row (Barbell)";"3";"60.0";"12";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Bent Over Row (Barbell)";"4";"70.0";"12";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Bent Over Row (Barbell)";"5";"60.0";"12";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Bent Over Row (Barbell)";"D";"80.0";"10";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Bent Over Row (Barbell)";"D";"60.0";"12";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Bent Over Row (Barbell)";"D";"40.0";"12";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Pull Up";"Note";"";"";"";"";"";"Body + 2xstreet";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Pull Up";"1";"0.0";"10";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Pull Up";"2";"0.0";"10";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Pull Up";"3";"10.0";"6";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Seated Row (Machine)";"1";"52.0";"12";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Seated Row (Machine)";"2";"59.0";"12";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Seated Row (Machine)";"3";"66.0";"12";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Seated Row (Machine)";"4";"59.0";"12";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Pull Up";"1";"10.0";"8";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Pull Up";"2";"20.0";"4";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Pull Up";"3";"0.0";"12";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Hammer Curl (Cable)";"1";"36.0";"12";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Hammer Curl (Cable)";"2";"32.0";"12";"";"";"";"";""
"10";"2023-03-28 10:33:00";"Entraînement du matin";"7410";"Hammer Curl (Cable)";"3";"32.0";"12";"";"";"";"";""
