"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"339";"2026-02-18 16:47:20";"Full body";"6244";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Pull Up";"2";"30.0";"6";"";"";"";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Pull Up";"3";"40.0";"2";"";"";"";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Pull Up";"4";"20.0";"5";"";"";"";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Overhead Press (Barbell)";"1";"55.0";"6";"";"";"";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Overhead Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Overhead Press (Barbell)";"2";"55.0";"6";"";"";"";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Overhead Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Overhead Press (Barbell)";"3";"55.0";"6";"";"";"";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Overhead Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Bench Press (Dumbbell)";"1";"68.0";"12";"";"";"";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Bench Press (Dumbbell)";"2";"68.0";"10";"";"";"";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Bench Press (Dumbbell)";"3";"64.0";"10";"";"";"";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Bent Over Row (Barbell)";"1";"60.0";"12";"";"";"";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Bent Over Row (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Bent Over Row (Barbell)";"2";"60.0";"12";"";"";"";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Bent Over Row (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Bent Over Row (Barbell)";"3";"70.0";"12";"";"";"";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Bent Over Row (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Lateral Raise (Dumbbell)";"1";"12.0";"12";"";"";"";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Lateral Raise (Dumbbell)";"2";"12.0";"12";"";"";"";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Lateral Raise (Dumbbell)";"3";"12.0";"12";"";"";"";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Triceps Extension (Dumbbell)";"1";"12.0";"10";"";"";"";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Triceps Extension (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Triceps Extension (Dumbbell)";"2";"12.0";"10";"";"";"";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Triceps Extension (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Triceps Extension (Dumbbell)";"3";"12.0";"8";"";"";"";"";""
"339";"2026-02-18 16:47:20";"Full body";"6244";"Triceps Extension (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Pull Up";"Note";"";"";"";"";"";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Pull Up";"1";"25.0";"7";"";"";"";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Pull Up";"2";"35.0";"3";"";"";"";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Pull Up";"3";"35.0";"3";"";"";"";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Overhead Press (Barbell)";"1";"57.5";"4";"";"";"";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Overhead Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Overhead Press (Barbell)";"2";"57.5";"3";"";"";"";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Overhead Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Overhead Press (Barbell)";"3";"57.5";"4";"";"";"";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Overhead Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Bench Press (Dumbbell)";"1";"60.0";"12";"";"";"";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Bench Press (Dumbbell)";"2";"64.0";"12";"";"";"";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Bench Press (Dumbbell)";"3";"64.0";"9";"";"";"";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Lateral Raise (Dumbbell)";"1";"12.0";"12";"";"";"";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Lateral Raise (Dumbbell)";"2";"12.0";"12";"";"";"";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Lateral Raise (Dumbbell)";"3";"12.0";"12";"";"";"";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Triceps Extension (Dumbbell)";"1";"12.0";"10";"";"";"";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Triceps Extension (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Triceps Extension (Dumbbell)";"2";"12.0";"10";"";"";"";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Triceps Extension (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Triceps Extension (Dumbbell)";"3";"12.0";"8";"";"";"";"";""
"340";"2026-02-20 08:09:09";"Full body";"5058";"Triceps Extension (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Pull Up";"Note";"";"";"";"";"";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Pull Up";"1";"30.0";"6";"";"";"";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Pull Up";"2";"35.0";"5";"";"";"";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Pull Up";"3";"40.0";"3";"";"";"";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Overhead Press (Barbell)";"1";"57.5";"6";"";"";"";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Overhead Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Overhead Press (Barbell)";"2";"57.5";"6";"";"";"";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Overhead Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Overhead Press (Barbell)";"3";"57.5";"4";"";"";"";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Overhead Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Seated Row (Machine)";"1";"86.0";"12";"";"";"";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Seated Row (Machine)";"2";"88.0";"12";"";"";"";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Seated Row (Machine)";"3";"88.0";"12";"";"";"";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Skullcrusher (Barbell)";"1";"30.0";"10";"";"";"";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Skullcrusher (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Skullcrusher (Barbell)";"2";"30.0";"10";"";"";"";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Skullcrusher (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Skullcrusher (Barbell)";"3";"30.0";"10";"";"";"";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Skullcrusher (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Bicep Curl (Barbell)";"1";"30.0";"10";"";"";"";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Bicep Curl (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Bicep Curl (Barbell)";"2";"30.0";"10";"";"";"";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Bicep Curl (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Bicep Curl (Barbell)";"3";"30.0";"8";"";"";"";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Bicep Curl (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Back Extension";"1";"20.0";"12";"";"";"";"";""
"341";"2026-02-23 13:58:12";"Full body";"4750";"Back Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Pull Up";"Note";"";"";"";"";"";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Pull Up";"1";"30.0";"4";"";"";"";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Pull Up";"2";"40.0";"2";"";"";"";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Squat (Barbell)";"1";"20.0";"20";"";"";"";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Squat (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Squat (Barbell)";"2";"40.0";"15";"";"";"";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Squat (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Squat (Barbell)";"3";"50.0";"15";"";"";"";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Squat (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Squat (Barbell)";"4";"60.0";"10";"";"";"";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Squat (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Romanian Deadlift (Barbell)";"1";"20.0";"20";"";"";"";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Romanian Deadlift (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Romanian Deadlift (Barbell)";"2";"60.0";"12";"";"";"";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Romanian Deadlift (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Romanian Deadlift (Barbell)";"3";"80.0";"12";"";"";"";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Romanian Deadlift (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Romanian Deadlift (Barbell)";"4";"80.0";"12";"";"";"";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Romanian Deadlift (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Bench Press (Barbell)";"1";"110.0";"4";"";"";"";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Bench Press (Barbell)";"2";"100.0";"9";"";"";"";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"240.0";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Bench Press (Barbell)";"3";"100.0";"10";"";"";"";"";""
"342";"2026-02-25 16:35:38";"Full body";"5079";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"240.0";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Pull Up";"Note";"";"";"";"";"";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Pull Up";"1";"30.0";"5";"";"";"";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Pull Up";"2";"30.0";"5";"";"";"";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Pull Up";"3";"30.0";"6";"";"";"";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Pull Up";"4";"40.0";"2";"";"";"";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Chest Dip";"1";"0.0";"12";"";"";"";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Chest Dip";"Rest Timer";"";"";"";"";"120.0";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Chest Dip";"2";"40.0";"8";"";"";"";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Chest Dip";"Rest Timer";"";"";"";"";"120.0";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Chest Dip";"3";"50.0";"5";"";"";"";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Chest Dip";"Rest Timer";"";"";"";"";"120.0";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Chest Dip";"4";"60.0";"2";"";"";"";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Chest Dip";"Rest Timer";"";"";"";"";"120.0";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Bicep Curl (Barbell)";"1";"30.0";"11";"";"";"";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Bicep Curl (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Bicep Curl (Barbell)";"2";"30.0";"10";"";"";"";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Bicep Curl (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Bicep Curl (Barbell)";"3";"30.0";"10";"";"";"";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Bicep Curl (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Back Extension";"1";"20.0";"12";"";"";"";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Back Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Back Extension";"2";"20.0";"12";"";"";"";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Back Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Back Extension";"3";"20.0";"12";"";"";"";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Back Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Bench Press (Barbell)";"1";"100.0";"5";"";"";"";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"240.0";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Bench Press (Barbell)";"2";"125.0";"1";"";"";"";"";""
"343";"2026-02-26 13:35:17";"Full body";"5643";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"240.0";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Pull Up";"Note";"";"";"";"";"";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Pull Up";"1";"35.0";"5";"";"";"";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Pull Up";"2";"35.0";"3";"";"";"";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Pull Up";"3";"35.0";"3";"";"";"";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Bench Press (Barbell)";"1";"60.0";"12";"";"";"";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"240.0";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Bench Press (Barbell)";"2";"100.0";"3";"";"";"";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"240.0";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Bench Press (Barbell)";"3";"120.0";"1";"";"";"";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"240.0";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Bench Press (Barbell)";"4";"130.0";"1";"";"";"";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"240.0";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Bench Press (Barbell)";"5";"135.0";"1";"";"";"";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"240.0";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Overhead Press (Barbell)";"1";"57.5";"6";"";"";"";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Overhead Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Overhead Press (Barbell)";"2";"57.5";"5";"";"";"";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Overhead Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Overhead Press (Barbell)";"3";"57.5";"4";"";"";"";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Overhead Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Seated Row (Machine)";"1";"88.0";"12";"";"";"";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Lat Pulldown (Machine)";"1";"66.0";"12";"";"";"";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Lat Pulldown (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Lat Pulldown (Machine)";"2";"93.0";"8";"";"";"";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Lat Pulldown (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Triceps Extension (Dumbbell)";"1";"12.0";"10";"";"";"";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Triceps Extension (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Triceps Extension (Dumbbell)";"2";"12.0";"10";"";"";"";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Triceps Extension (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Triceps Extension (Dumbbell)";"3";"12.0";"9";"";"";"";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Triceps Extension (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Lateral Raise (Dumbbell)";"1";"12.0";"12";"";"";"";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Lateral Raise (Dumbbell)";"2";"12.0";"12";"";"";"";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Lateral Raise (Dumbbell)";"3";"12.0";"12";"";"";"";"";""
"344";"2026-03-02 14:18:00";"Full body";"3227";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"345";"2026-03-07 15:37:02";"Full body";"3976";"Pull Up";"Note";"";"";"";"";"";"";""
"345";"2026-03-07 15:37:02";"Full body";"3976";"Pull Up";"1";"35.0";"4";"";"";"";"";""
"345";"2026-03-07 15:37:02";"Full body";"3976";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"345";"2026-03-07 15:37:02";"Full body";"3976";"Pull Up";"2";"35.0";"4";"";"";"";"";""
"345";"2026-03-07 15:37:02";"Full body";"3976";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"345";"2026-03-07 15:37:02";"Full body";"3976";"Pull Up";"3";"35.0";"3";"";"";"";"";""
"345";"2026-03-07 15:37:02";"Full body";"3976";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"345";"2026-03-07 15:37:02";"Full body";"3976";"Bench Press (Barbell)";"1";"60.0";"12";"";"";"";"";""
"345";"2026-03-07 15:37:02";"Full body";"3976";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"240.0";"";""
"345";"2026-03-07 15:37:02";"Full body";"3976";"Bench Press (Barbell)";"2";"100.0";"7";"";"";"";"";""
"345";"2026-03-07 15:37:02";"Full body";"3976";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"240.0";"";""
"345";"2026-03-07 15:37:02";"Full body";"3976";"Bench Press (Barbell)";"3";"100.0";"8";"";"";"";"";""
"345";"2026-03-07 15:37:02";"Full body";"3976";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"240.0";"";""
"345";"2026-03-07 15:37:02";"Full body";"3976";"Bench Press (Barbell)";"4";"100.0";"8";"";"";"";"";""
"345";"2026-03-07 15:37:02";"Full body";"3976";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"240.0";"";""
"345";"2026-03-07 15:37:02";"Full body";"3976";"Seated Row (Cable)";"1";"66.0";"11";"";"";"";"";""
"345";"2026-03-07 15:37:02";"Full body";"3976";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"345";"2026-03-07 15:37:02";"Full body";"3976";"Seated Row (Cable)";"2";"66.0";"10";"";"";"";"";""
"345";"2026-03-07 15:37:02";"Full body";"3976";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"345";"2026-03-07 15:37:02";"Full body";"3976";"Seated Row (Cable)";"3";"66.0";"10";"";"";"";"";""
"345";"2026-03-07 15:37:02";"Full body";"3976";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"345";"2026-03-07 15:37:02";"Full body";"3976";"Overhead Press (Barbell)";"1";"55.0";"5";"";"";"";"";""
"345";"2026-03-07 15:37:02";"Full body";"3976";"Overhead Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"345";"2026-03-07 15:37:02";"Full body";"3976";"Overhead Press (Barbell)";"2";"55.0";"6";"";"";"";"";""
"345";"2026-03-07 15:37:02";"Full body";"3976";"Overhead Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
